course_name,course_code,section,Fall-2024,registration_dates,level,credit,campus,schedule_type,instructional_method,type,time,days,location,date_range,lecture_type,instructors
Content Area Reading Strategies for Adolescent Learners,81735,SPED 47100,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Undergraduate,3,Online Campus,Experiential Schedule Type,Online Instructional Method,Online,5:00 pm - 9:30 pm,W,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Experiential,TBA
Clinical Practice and Seminar: Special Education,80792,SPED 48300,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,9,Online Campus,Experiential Schedule Type,Online Instructional Method,Online,2:00 pm - 4:45 pm,W,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Experiential,TBA
Clinical Practice and Seminar: Combined Special Education/Elementary Education,80832,SPED 48400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,9,Online Campus,Experiential Schedule Type,Online Instructional Method,Online,2:00 pm - 4:45 pm,W,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Experiential,TBA
Development and Characteristics of Learners,80793,SPED 51300,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,5:00 pm - 9:30 pm,T,Online Meeting,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Assessment for Learning,80794,SPED 51400,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,5:00 pm - 9:30 pm,R,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Assessment for Learning,80795,SPED 51400,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,5:00 pm - 9:30 pm,R,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Learning Theories and Schooling,80811,SPED 51600,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,5:00 pm - 9:30 pm,T,Online Meeting,"Aug 26, 2024 - Oct 19, 2024",Lecture,TBA
Instructional Strategies and Learning Communities for Exceptional Learners,80813,SPED 51700,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,5:00 pm - 9:30 pm,T,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Lecture,Elizabeth A  Sturm (P)
Disability Studies in Education,82313,SPED 52300,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,5:00 pm - 9:30 pm,T,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Lecture,Mary M  Fisher (P)
Field Experience 1: Special Education,80818,SPED 53000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,1,Online Campus,Experiential Schedule Type,Online Instructional Method,Online,5:00 pm - 7:40 pm,M,Online Meeting,"Sep 09, 2024 - Sep 09, 2024",Experiential,Susan A  Treharne (P)
Field Experience 1: Special Education,80818,SPED 53000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,1,Online Campus,Experiential Schedule Type,Online Instructional Method,Online,5:00 pm - 7:40 pm,M,Online Meeting,"Oct 07, 2024 - Oct 07, 2024",Experiential,Susan A  Treharne (P)
Field Experience 1: Special Education,80818,SPED 53000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,1,Online Campus,Experiential Schedule Type,Online Instructional Method,Online,5:00 pm - 7:40 pm,M,Online Meeting,"Nov 18, 2024 - Nov 18, 2024",Experiential,Susan A  Treharne (P)
Field Experience 1: Special Education,80818,SPED 53000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,1,Online Campus,Experiential Schedule Type,Online Instructional Method,Online,5:00 pm - 7:40 pm,M,Online Meeting,"Dec 02, 2024 - Dec 02, 2024",Experiential,Susan A  Treharne (P)
Methods of Teaching in Middle and Secondary Content Areas,80820,SPED 53200,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,5:00 pm - 9:30 pm,W,Online Meeting,"Aug 26, 2024 - Oct 19, 2024",Lecture,Jennifer   Buss (P)
Transitions and Students with High Support Needs,80822,SPED 53400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Lecture,TBA
Field Experience 3: Special Education,80790,SPED 54500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,1,Online Campus,Experiential Schedule Type,Online Instructional Method,Online,5:00 pm - 7:40 pm,M,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Experiential,Juliann   Palmer (P)
Exceptional Learners in Inclusive Communities,80777,SPED 55700,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Online Campus,Seminar Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Oct 19, 2024",Seminar,Juliann   Palmer (P)
Exceptional Learners in Inclusive Communities,80823,SPED 55700,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Online Campus,Seminar Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Seminar,Mary M  Fisher (P)
Special Education Law,81105,SPED 56600,Fall-2024,"Apr 08, 2024 to Dec 14, 2024",Graduate,1,Online Campus,Workshop Schedule Type,Online Instructional Method,Online,6:00 pm - 9:00 pm,F,Online Meeting,"Nov 08, 2024 - Nov 08, 2024",Workshop,Susan A  Treharne (P)
Special Education Law,81105,SPED 56600,Fall-2024,"Apr 08, 2024 to Dec 14, 2024",Graduate,1,Online Campus,Workshop Schedule Type,Online Instructional Method,Online,8:30 am - 4:30 pm,S,Online Meeting,"Nov 09, 2024 - Nov 09, 2024",Workshop,Susan A  Treharne (P)
Content Area Reading Strategies for Adolescent Learners,80825,SPED 57100,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Blended Instructional Method,Class/Lecture,5:00 pm - 9:30 pm,W,Harold White HW 124,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Content Area Reading Strategies for Adolescent Learners,80825,SPED 57100,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Oct 21, 2024 - Dec 14, 2024",Lecture,TBA
Clinical Practice and Seminar: Special Education,80835,SPED 58400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,5,Online Campus,Experiential Schedule Type,Online Instructional Method,Online,2:00 pm - 4:45 pm,W,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Experiential,TBA
Clinical Practice and Seminar: Special Education,81999,SPED 58400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,5,Online Campus,Experiential Schedule Type,Online Instructional Method,Online,2:00 pm - 4:45 pm,W,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Experiential,TBA
Instructional Planning and Performance Based Assessment,80816,SPED 58500,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,5:00 pm - 9:30 pm,T,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Lecture,Elizabeth A  Sturm (P)
Neuroscience for Speech-Language Pathologists,82189,SLPA 50100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,1:00 pm - 3:50 pm,TR,South Hall SH 167,"Aug 26, 2024 - Oct 19, 2024",Lecture,"Tina   Veale (P), Kristin Joy  Smith"
Neuroscience for Speech-Language Pathologists,82191,SLPA 50100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,1:00 pm - 3:50 pm,TR,Dorothy Day Hall DO 007,"Aug 26, 2024 - Oct 19, 2024",Lecture,"Tina   Veale (P), Kristin Joy  Smith"
Neuroscience for Speech-Language Pathologists,82192,SLPA 50100,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,1:00 pm - 3:00 pm,TR,South Hall SH 167,"Oct 21, 2024 - Dec 14, 2024",Lecture,"Tina   Veale (P), Kristin Joy  Smith"
Neuroscience for Speech-Language Pathologists,82194,SLPA 50100,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,1:00 pm - 3:50 pm,TR,South Hall SH 169,"Oct 21, 2024 - Dec 14, 2024",Lecture,"Tina   Veale (P), Kristin Joy  Smith"
Child Language Disorders: Preschool,81024,SLPA 50500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,9:00 am - 11:50 am,TR,South Hall SH 167,"Aug 26, 2024 - Oct 19, 2024",Lecture,Carol M  Szymanski (P)
Child Language Disorders: Preschool,81026,SLPA 50500,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,9:00 am - 11:50 am,TR,South Hall SH 167,"Oct 21, 2024 - Dec 14, 2024",Lecture,Carol M  Szymanski (P)
Adult Language Disorders: Aphasia,81030,SLPA 50800,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,9:00 am - 11:50 am,MF,South Hall SH 167,"Aug 26, 2024 - Oct 19, 2024",Lecture,Ann M  Guernon (P)
Adult Language Disorders: Aphasia,81032,SLPA 50800,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,9:00 am - 11:50 am,MF,South Hall SH 167,"Oct 21, 2024 - Dec 14, 2024",Lecture,Ann M  Guernon (P)
Autism and Social Communication,82195,SLPA 51200,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,5:00 pm - 7:50 pm,MW,South Hall SH 167,"Aug 26, 2024 - Oct 19, 2024",Lecture,Tammy   Basel (P)
Autism and Social Communication,82196,SLPA 51200,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,5:00 pm - 7:50 pm,MW,South Hall SH 167,"Oct 21, 2024 - Dec 14, 2024",Lecture,Tammy   Basel (P)
Clinical Practicum 2: Service Learning/Mini-Rotation,81034,SLPA 56100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,2,Other Off Campus Location Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,8:00 am - 3:50 pm,MR,Off Campus Location,"Aug 26, 2024 - Oct 19, 2024",Experiential,Irene R  Bucher (P)
Clinical Practicum 2: Service Learning/Mini-Rotation,81223,SLPA 56100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,2,Other Off Campus Location Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,8:00 am - 3:50 pm,MTRF,Off Campus Location,"Aug 26, 2024 - Oct 19, 2024",Experiential,Elizabeth   Stoffel (P)
Clinical Practicum 2: Service Learning/Mini-Rotation,81038,SLPA 56100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,2,Other Off Campus Location Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,8:00 am - 3:50 pm,MTWR,Off Campus Location,"Aug 26, 2024 - Oct 19, 2024",Experiential,TBA
Clinical Practicum 2: Service Learning/Mini-Rotation,81039,SLPA 56100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,2,Other Off Campus Location Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,8:00 am - 3:50 pm,,Off Campus Location,"Aug 26, 2024 - Oct 19, 2024",Experiential,TBA
Clinical Practicum 2: Service Learning/Mini-Rotation,81041,SLPA 56100,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,2,Other Off Campus Location Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,8:00 am - 3:50 pm,MR,Off Campus Location,"Oct 21, 2024 - Dec 14, 2024",Experiential,Irene R  Bucher (P)
Clinical Practicum 2: Service Learning/Mini-Rotation,81043,SLPA 56100,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,2,Other Off Campus Location Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,8:00 am - 3:50 pm,MTRF,Off Campus Location,"Oct 21, 2024 - Dec 14, 2024",Experiential,Elizabeth   Stoffel (P)
Clinical Practicum 2: Service Learning/Mini-Rotation,81046,SLPA 56100,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,2,Other Off Campus Location Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,8:00 am - 3:50 pm,MTWR,Off Campus Location,"Oct 21, 2024 - Dec 14, 2024",Experiential,TBA
Clinical Practicum 2: Service Learning/Mini-Rotation,81048,SLPA 56100,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,2,Other Off Campus Location Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,8:00 am - 3:50 pm,,Off Campus Location,"Oct 21, 2024 - Dec 14, 2024",Experiential,TBA
Augmentative and Alternative Communication,82186,SLPA 60200,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,1:00 pm - 3:50 pm,F,South Hall SH 167,"Aug 26, 2024 - Dec 14, 2024",Lecture,Erica   Brkovic (P)
Focus on Literacy:  Reading and Writing,82187,SLPA 60700,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,5:00 pm - 7:50 pm,M,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Lecture,Carol M  Szymanski (P)
Focus on Literacy:  Reading and Writing,82188,SLPA 60700,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,5:00 pm - 7:50 pm,W,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Lecture,Carol M  Szymanski (P)
Research Capstone: Review of Clinical Evidence,81247,SLPA 63000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Online Campus,Experiential Schedule Type,Online Instructional Method,Online,1:00 pm - 3:50 pm,F,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Experiential,Ann M  Guernon (P)
Research Capstone: Review of Clinical Evidence,81249,SLPA 63000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Online Campus,Experiential Schedule Type,Online Instructional Method,Online,1:00 pm - 3:50 pm,F,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Experiential,Ann M  Guernon (P)
Research Capstone: Review of Clinical Evidence,81250,SLPA 63000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Online Campus,Experiential Schedule Type,Online Instructional Method,Online,1:00 pm - 3:50 pm,F,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Experiential,Karen   Czarnik (P)
Research Capstone: Review of Clinical Evidence,81253,SLPA 63000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Online Campus,Experiential Schedule Type,Online Instructional Method,Online,1:00 pm - 3:50 pm,F,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Experiential,Karen   Czarnik (P)
Advanced Clinical Practicum:  Healthcare,81254,SLPA 66100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,4,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,8:00 am - 12:00 pm,MTWRF,TBA,"Aug 26, 2024 - Dec 14, 2024",Experiential,"Julie M  Nootbaar (P), Nya   Gudeman, Victoria   Kappel"
Advanced Clinical Practicum:  Healthcare,81257,SLPA 66100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,4,Other Off Campus Location Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,8:00 am - 12:00 pm,MWF,Off Campus Location,"Aug 26, 2024 - Dec 14, 2024",Experiential,Kristin Joy  Smith (P)
Advanced Clinical Practicum:  Healthcare,81258,SLPA 66100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,4,Other Off Campus Location Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,8:00 am - 12:00 pm,MTW,Off Campus Location,"Aug 26, 2024 - Dec 14, 2024",Experiential,Tammy   Basel (P)
Advanced Clinical Practicum:  Healthcare,81259,SLPA 66100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,4,Other Off Campus Location Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,8:00 am - 12:00 pm,MTWR,Off Campus Location,"Aug 26, 2024 - Dec 14, 2024",Experiential,Erica   Brkovic (P)
Advanced Clinical Practicum:  Healthcare,81260,SLPA 66100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,4,Other Off Campus Location Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,8:00 am - 12:00 pm,MTWRF,Off Campus Location,"Aug 26, 2024 - Dec 14, 2024",Experiential,Sarah   Wu (P)
Advanced Clinical Practicum:  Healthcare,81261,SLPA 66100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,4,Other Off Campus Location Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,8:00 am - 12:00 pm,MTWRF,Off Campus Location,"Aug 26, 2024 - Dec 14, 2024",Experiential,Stacey   Carroll (P)
Advanced Clinical Practicum:  Healthcare,81952,SLPA 66100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,4,Other Off Campus Location Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,8:00 am - 3:50 pm,MTWRF,Off Campus Location,"Aug 26, 2024 - Dec 14, 2024",Experiential,Eva Maria  Wheeler (P)
Advanced Clinical Practicum:  Healthcare,82190,SLPA 66100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,4,Other Off Campus Location Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,8:00 am - 3:50 pm,MTWRF,Off Campus Location,"Aug 26, 2024 - Dec 14, 2024",Experiential,TBA
Advanced Clinical Practicum: Schools,82197,SLPA 66200,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,4,Other Off Campus Location Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,8:00 am - 3:50 pm,MTWRF,Off Campus Location,"Aug 26, 2024 - Dec 14, 2024",Experiential,Tina   Veale (P)
Introduction to Sport Management,81279,SPMT 20200,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,9:30 am - 10:45 am,TR,St Charles Borromeo SB 143,"Aug 26, 2024 - Dec 14, 2024",Lecture,Timothy Patrick  McBride (P)
Sport Management Field Experience 1,81280,SPMT 20600,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,12:00 pm - 12:50 pm,M,Stu Rec and Fitness Center SC 265,"Aug 26, 2024 - Dec 14, 2024",Experiential,Capel B  Henshaw (P)
Sport Leadership,81281,SPMT 25800,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Blended Instructional Method,Class/Lecture,9:00 am - 9:50 am,MW,St Charles Borromeo SB 142,"Aug 26, 2024 - Dec 14, 2024",Lecture,Ralph H  Miller (P)
Sport Leadership,81281,SPMT 25800,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Blended Instructional Method,Online,9:00 am - 9:50 am,F,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Lecture,Ralph H  Miller (P)
History and Sociology of Sport,81282,SPMT 26000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,11:00 am - 12:15 pm,TR,St Charles Borromeo SB 142,"Aug 26, 2024 - Dec 14, 2024",Lecture,Paul   Zakowski (P)
Spt Mgmt Field Exp 2,81284,SPMT 30200,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Class/Lecture,12:00 pm - 12:50 pm,F,Stu Rec and Fitness Center SC 265,"Aug 26, 2024 - Dec 14, 2024",Experiential,Capel B  Henshaw (P)
Public Relations for Sport Organizations,81285,SPMT 31600,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,12:30 pm - 1:45 pm,TR,St Charles Borromeo SB 142,"Aug 26, 2024 - Dec 14, 2024",Lecture,Paul   Zakowski (P)
Facility and Event Management,82287,SPMT 36200,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,8:00 am - 9:15 am,TR,Stu Rec and Fitness Center SC 265,"Aug 26, 2024 - Dec 14, 2024",Lecture,Jill M  Siegfried (P)
Revenue Generation in Sport Organizations,82288,SPMT 37400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Blended Instructional Method,Class/Lecture,6:00 pm - 8:40 pm,M,St Charles Borromeo SB 144,"Aug 26, 2024 - Dec 14, 2024",Lecture,Kristin M  Rogers (P)
Revenue Generation in Sport Organizations,82288,SPMT 37400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Blended Instructional Method,Online,TBA,,TBA,"Aug 26, 2024 - Dec 14, 2024",Lecture,Kristin M  Rogers (P)
Legal Aspects and Risk Management in Sport,81873,SPMT 38000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Blended Instructional Method,Class/Lecture,10:00 am - 10:50 am,MW,St Charles Borromeo SB 147,"Aug 26, 2024 - Dec 14, 2024",Lecture,Timothy Patrick  McBride (P)
Legal Aspects and Risk Management in Sport,81873,SPMT 38000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Blended Instructional Method,Online,10:00 am - 10:50 am,F,Dorothy Day Hall DO 012,"Aug 26, 2024 - Dec 14, 2024",Lecture,Timothy Patrick  McBride (P)
Performance Models and Data in Sports,81871,SPMT 39200,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Blended Instructional Method,Class/Lecture,11:00 am - 11:50 am,MW,St Charles Borromeo SB 147,"Aug 26, 2024 - Dec 14, 2024",Lecture,Timothy Patrick  McBride (P)
Performance Models and Data in Sports,81871,SPMT 39200,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Blended Instructional Method,Online,11:00 am - 11:50 am,F,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Lecture,Timothy Patrick  McBride (P)
Research in Sport Management,81286,SPMT 41000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,9:30 am - 10:45 am,TR,St Charles Borromeo SB 147,"Aug 26, 2024 - Dec 14, 2024",Lecture,Samantha   Kirn (P)
Sport Management Pre-Internship Seminar,81287,SPMT 47100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,1,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,12:00 pm - 12:50 pm,M,St Charles Borromeo SB 143,"Aug 26, 2024 - Dec 14, 2024",Lecture,Timothy Patrick  McBride (P)
Sport Management Internship,81288,SPMT 48000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,4,Romeoville Campus,Experiential Schedule Type,Traditional Instructional Method,Arranged,TBA,,Arranged by Instructor/Dept,"Aug 26, 2024 - Dec 14, 2024",Experiential,Timothy Patrick  McBride (P)
Environmental and Ethical Considerations in the Supply Chain,81672,SCMT 25800,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,9:30 am - 10:45 am,TR,TBA,"Aug 26, 2024 - Dec 14, 2024",Lecture,TBA
Warehouse Design and Operations,81671,SCMT 26000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Lecture,TBA
Inv Mgmt with Sup Chain Info S,81673,SCMT 40000,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,1:00 pm - 2:15 pm,MW,St Charles Borromeo SB 141,"Aug 26, 2024 - Dec 14, 2024",Lecture,TBA
002,82458,TLDE 50400,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,5:00 pm - 9:30 pm,T,Online Meeting,"Aug 26, 2024 - Oct 19, 2024",Lecture,Seung H  Kim (P)
Integrating Educational and Assistive Technology into the Classroom,82457,TLDE 50400,Fall-2024,"Apr 08, 2024 to Oct 21, 2024",Graduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,5:00 pm - 9:30 pm,R,Online Meeting,"Oct 21, 2024 - Dec 14, 2024",Lecture,Seung H  Kim (P)
Introduction to the Theatre Experience,80196,THTR 13500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,9:30 am - 10:45 am,TR,Fine Arts FA 219,"Aug 26, 2024 - Dec 14, 2024",Lecture,Andrew C  Nelsen (P)
Introduction to the Theatre Experience,82283,THTR 13500,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Online Campus,Lecture Schedule Type,Online Instructional Method,Online,TBA,,Online Meeting,"Aug 26, 2024 - Dec 14, 2024",Lecture,Risha T  Hill (P)
Voice and Diction,82285,THTR 21300,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,9:30 am - 10:45 am,TR,Fine Arts FA 229,"Aug 26, 2024 - Dec 14, 2024",Lecture,Ann Elizabeth  Calhoun (P)
Stage Technology 1,82284,THTR 25100,Fall-2024,"Apr 08, 2024 to Aug 26, 2024",Undergraduate,3,Romeoville Campus,Lecture Schedule Type,Traditional Instructional Method,Class/Lecture,11:00 am - 12:15 pm,TR,Fine Arts FA 229,"Aug 26, 2024 - Dec 14, 2024",Lecture,Andrew C  Nelsen (P)
